filename,title,tags
10.1002_chem.202002528_cleaned.txt,Parahydrogen-Induced Polarization of Diethyl Ether Anesthetic,"['magnetic resonance imaging', 'hyperpolarization', 'diethyl ether', 'parahydrogen-induced polarization', 'long-lived spin states', 'proton detection', 'pulmonary imaging']"
10.1002_chem.202003638_cleaned.txt,Heterogeneous Parahydrogen-Induced Polarization of Diethyl Ether for Magnetic Resonance Imaging Applications,"['Magnetic Resonance Imaging', 'Hyperpolarization', 'Diethyl Ether', 'Parahydrogen-Induced Polarization', 'Contrast Agents', 'Heterogeneous Catalysis', 'Nuclear Spin Relaxation']"
10.1002_chem.202004425._cleaned.txt,A Zwitterionic Phosphonium Stannate(II) via Hydrogen Splitting by a Sn/P Frustrated Lewis-Pair and Reductive Elimination,"['frustrated Lewis pair', 'hydrogen activation', 'phosphonium stannate(II)', 'NMR spectroscopy', 'X-ray diffraction', 'quantum-chemical calculations', 'parahydrogen-induced polarization']"
10.1002_chem.202100212_cleaned.txt,Synthetic Approaches for $^ { 1 5 } { \sf N }$ -Labeled Hyperpolarized Heterocyclic Molecular Imaging Agents for $^ { 1 5 } { \sf N }$ NMR Signal Amplification by Reversible Exchange in Microtesla Magnetic Fields,"['NMR hyperpolarization', 'SABRE-SHEATH', '$^ { 1 5 } { \\sf N }$ labeling', 'biocompatible contrast agents', 'microtesla magnetic fields', 'spin-relayed polarization transfer', 'metabolic imaging']"
10.1002_chem.202201210_cleaned.txt,Synthesis of $^{13}C$ and $^2H$ Labeled Vinyl Pyruvate and Hyperpolarization of Pyruvate,"['hyperpolarization', 'vinyl pyruvate', 'parahydrogen-induced polarization', 'nuclear magnetic resonance', 'isotopic labeling', 'palladium catalysis', 'metabolic imaging']"
10.1002_chem.202201780_cleaned.txt,In Situ Ternary Adduct Formation of Yttrium Polyaminocarboxylates Leads to Small Molecule Capture and Activation,"['yttrium complexes', 'polyaminocarboxylate chelates', 'small molecule capture', 'NMR spectroscopy', 'density functional theory', 'ternary adducts', 'pyruvate activation']"
10.1002_chem.202400472_cleaned.txt,Iridium Pyridylpyrrolides Hyperpolarised by Para-Hydrogen,"['hyperpolarisation', 'para-hydrogen', 'iridium complexes', 'NMR spectroscopy', 'PHIP', 'SABRE', 'catalysis']"
10.1002_cmdc.201700725._cleaned.txt,Achieving Biocompatible SABRE,"['SABRE', 'hyperpolarization', 'MRI', 'cytotoxicity', 'iridium catalyst', 'biocompatibility', 'in vitro study']"
10.1002_cmdc.202400378_cleaned.txt,Carbon-13 Hyperpolarization of α-Ketocarboxylates with Parahydrogen in Reversible Exchange,"['SABRE', 'hyperpolarization', 'α-ketocarboxylates', 'parahydrogen', 'MRI contrast agents', 'metabolic imaging', 'spin dynamics']"
10.1002_cmmi.1579_cleaned.txt,Sub-second proton imaging of 13C hyperpolarized contrast agents in water,"['NMR', 'hyperpolarization', 'contrast agent', 'sub-second imaging', '13C', 'indirect detection', 'parahydrogen', 'PHIP']"
10.1002_cmmi.407_cleaned.txt,How to design 13C para-hydrogen-induced polarization experiments for MRI applications,"['13C hyperpolarization', 'parahydrogen', 'MRI', 'PHIP', 'magnetic field cycling', 'heteronuclear polarization', 'Rh(I) complexes']"
10.1002_cmr.a.20065_cleaned.txt,Para-Hydrogen Enrichment and Hyperpolarization,"['parahydrogen', 'hyperpolarization', 'NMR sensitivity enhancement', 'hydrogenation reaction', 'spin isomers', 'density matrix formalism', 'ALTADENA experiment']"
10.1002_cmtd.202400060_cleaned.txt,SLIC-SABRE at Microtesla Fields Enables High Levels of Nuclear Spin Polarization Without Magnetic Shielding,"['nuclear spin hyperpolarization', 'SABRE', 'SLIC-SABRE', 'microtesla fields', 'NMR spectroscopy', 'parahydrogen', 'heteronuclear polarization']"
10.1002_cphc.201300595_cleaned.txt,Level Anti-Crossings are a Key Factor for Understanding para-Hydrogen-Induced Hyperpolarization in SABRE Experiments,"['hyperpolarization', 'NMR spectroscopy', 'SABRE', 'para-hydrogen', 'level anti-crossings', 'spin dynamics', 'magnetic resonance imaging']"
10.1002_cphc.201402607_cleaned.txt,In Situ and Ex Situ Low-Field NMR Spectroscopy and MRI Endowed by SABRE Hyperpolarization,"['NMR spectroscopy', 'MRI', 'SABRE hyperpolarization', 'low-field NMR', 'parahydrogen', 'molecular imaging', 'chemical exchange']"
10.1002_cphc.201500535_cleaned.txt,Single-Scan Multidimensional NMR Analysis of Mixtures at Sub-Millimolar Concentrations by using SABRE Hyperpolarization,"['SABRE hyperpolarization', 'ultrafast 2D NMR', 'deuterated co-substrate', 'para-hydrogen', 'nuclear magnetic resonance', 'signal enhancement', 'complex mixtures']"
10.1002_cphc.201600564_cleaned.txt,Efficient Batch-Mode Parahydrogen-Induced Polarization of Propane,"['NMR hyperpolarization', 'parahydrogen-induced polarization', 'propane', 'contrast agent', 'pulmonary imaging', 'batch-mode hydrogenation', 'ALTADENA']"
10.1002_cphc.201601227_cleaned.txt,Separation of Anti-Phase Signals Due to Parahydrogen Induced Polarization via 2D Nutation NMR Spectroscopy,"['2D nutation NMR', 'parahydrogen induced polarization', 'hyperpolarized nuclei', 'heterogeneous catalysis', 'MAS NMR spectroscopy', 'PASADENA protocol', 'hydrogenation reactions']"
